InstitutionId,InstitutionName,College,UnitId,UnitType,Discipline,PersonId,PersonName,Department,Broad_Field,Rank
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,60744,"LEW, DANIEL",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,63580,"LOVE, JOHN C",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,74957,"PAGE, DAVID C",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,83112,"LANGER, ROBERT S",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,94944,"WEINBERG, ROBERT A",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,99938,"YAFFE, MICHAEL B",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,100462,"YOUNG, RICHARD A",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,115935,"WITTRUP, KARL DANE",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,129009,"WHITE, FOREST M",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,135419,"BURGE, CHRISTOPHER B",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,140709,"EDELMAN, ELAZER R",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,144921,"GRIFFITH, LINDA G",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,145732,"HAMMOND, PAULA T",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,150013,"KEATING, AMY E",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,152018,"LANDER, ERIC STEVEN",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,175857,"BOYER, LAURIE ANN",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,176227,"CHEN, JIANZHU",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,176229,"BELL, STEPHEN P",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,176243,"MANALIS, SCOTT R",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,176254,"SASISEKHARAN, RAM",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,176486,"KAMM, ROGER DALE",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,176500,"WALKER, GRAHAM C",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,178332,"RAINES, RONALD T",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,288069,"JAENISCH, RUDOLF",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,315469,"WEISSMAN, JONATHAN",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,370154,"WEISS, RON",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,412247,"VANDER HEIDEN, MATTHEW G",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,412267,"ANDERSON, DANIEL GRIFFITH",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,488073,"JOHNSON, JEREMIAH A",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,488074,"PENTELUTE, BRADLEY L",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,544450,"BLAINEY, PAUL C",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,779088,"KOEHLER, ANGELA NICOLE",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Associate Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,779139,"YILMAZ, OMER",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Associate Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,827631,"BIRNBAUM, MICHAEL E",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Associate Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,827663,"SPRANGER-ZIMMERMANN, STEFANI",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,827665,"CALO VELAZQUEZ, ELIEZER",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Associate Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,840336,"DEKOSKY, BRANDON J",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,1107892,"HANSEN, ANDERS SEJR",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,1108308,"TRAVERSO, CARLO GIOVANNI",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Associate Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,1108322,"GALLOWAY, KATIE E",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,1275077,"SOTO FELICIANO, YADIRA M",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Assistant Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,1351822,"KNOUSE, KRISTIN ANN",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Assistant Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,1351825,"SANCHEZ-RIVERA, FRANCISCO JAVIER",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Assistant Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,1351826,"MORENO, ALISON",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Assistant Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,1401905,"CASE, LINDSAY B",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,1850526,"HENRY, WHITNEY",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Assistant Professor
123,Massachusetts Institute of Technology,,147078,Medical,Cancer Center,1863449,"STARK, JESSICA",David H. Koch Institute for Integrative Cancer Research at MIT,Cancer Center,Assistant Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,27868,"DE MONCHAUX, NICHOLAS",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,32175,"FERNANDEZ, JOHN",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,32435,"DUTTA, ARINDAM",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,47078,"GOULTHORPE, MARK",Architecture,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,54642,"JARZOMBEK, MARK",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,61508,"KNIGHT, TERRY W",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,86061,"NORFORD, LESLIE KEITH",Architecture,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,87327,"STINY, GEORGE N",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,87416,"OCHSENDORF, JOHN A",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,95304,"RABBAT, NASSER O",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,102171,"SANTOS, ADELE NAUDE",Architecture,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,121466,"SARKIS, ANTOINE HASHIM",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,122202,"SCOTT, ANDREW M",Architecture,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,124250,"SPIRN, ANNE WHISTON",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,144062,"GLICKSMAN, LEON R",Architecture,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,149233,"JONES, CAROLINE A",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,157827,"NAGAKURA, TAKEHIKO",Architecture,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,164042,"SASS, LAWRENCE",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,175841,"MILJACKI, ANA",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,176090,"SMENTEK, KRISTEL R",Architecture,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,176091,"WESCOAT, JAMES",Architecture,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,262186,"DANIELS, JANICE YOLANDE",Architecture,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,288291,"KENNEDY, SHEILA",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,289582,"URBONAS, GEDIMINAS",Architecture,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,390654,"HYDE, TIMOTHY W",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,412243,"O'BRIEN, WILLIAM GEORGE",Architecture,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,434049,"GHOSN, RANIA",Architecture,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,434054,"SHIEH, ROSALYNE",Architecture,"Family, Consumer and Human Sciences",Assistant Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,488064,"AKSAMIJA, AZRA",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,488066,"GREEN, ELLEN RENEE",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,544446,"GARCIA-ABRIL RUIZ, ANTON",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,544448,"REINHART, CHRISTOPH",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,627123,"MAZEREEUW, MIHO",Architecture,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,779101,"MUELLER, CAITLIN T",Architecture,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,779116,"SEGAL, RAFAEL",Architecture,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,827624,"TIBBITS, SKYLAR",Architecture,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,827625,"CLIFFORD, BRANDON",Architecture,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,827660,"BARRY, JUDITH",Architecture,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,874991,"NORMAN, CARRIE",Architecture,"Family, Consumer and Human Sciences",Assistant Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,919198,"SINNOKROT, NIDA",Architecture,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,957743,"AGUIRRE, LAIDA A",Architecture,"Family, Consumer and Human Sciences",Assistant Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,1731341,"GUPTA, HUMA",Architecture,"Family, Consumer and Human Sciences",Assistant Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,1977457,"BUCCI, ANGELO",Architecture,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1902,Program,Architecture,1977458,"JIH, JEREMY R",Architecture,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,12578,"BOYDEN, EDWARD",Media Arts and Sciences,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,12743,"BREAZEAL, CYNTHIA LYNN",Media Arts and Sciences,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,36510,"GERSHENFELD, NEIL A",Media Arts and Sciences,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,47614,"HERR, HUGH M",Media Arts and Sciences,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,49899,"ISHII, HIROSHI",Media Arts and Sciences,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,76748,"PICARD, ROSALIND W",Media Arts and Sciences,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,78821,"RESNICK, MITCHEL J",Media Arts and Sciences,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,96056,"MACHOVER, TOD",Media Arts and Sciences,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,96199,"MAES, PATRICIA",Media Arts and Sciences,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,99490,"ROY, DEB K",Media Arts and Sciences,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,115847,"PENTLAND, ALEX PAUL",Media Arts and Sciences,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,159574,"PARADISO, JOSEPH A",Media Arts and Sciences,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,176631,"RASKAR, RAMESH",Media Arts and Sciences,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,176632,"LIPPMAN, ANDREW B",Media Arts and Sciences,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,288062,"JACOBSON, JOSEPH",Media Arts and Sciences,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,288398,"LARSON, KENT",Media Arts and Sciences,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,289800,"ZHANG, SHUGUANG",Media Arts and Sciences,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,827389,"WOOD, DANIELLE RENEE",Media Arts and Sciences,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,827650,"ADIB, FADEL",Media Arts and Sciences,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,827651,"ESVELT, KEVIN MICHAEL",Media Arts and Sciences,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,827696,"DAGDEVIREN, CANAN",Media Arts and Sciences,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,837099,"SARKAR, DEBLINA",Media Arts and Sciences,"Family, Consumer and Human Sciences",Assistant Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,1108309,"LIEBERMAN, ZACHARY M",Media Arts and Sciences,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,1108318,"BONES-IJEOMA, BRYAN",Media Arts and Sciences,"Family, Consumer and Human Sciences",Assistant Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,1903093,"FARAHI, BEHNAZ",Media Arts and Sciences,"Family, Consumer and Human Sciences",Assistant Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,1997392,"LIANG, PU",Media Arts and Sciences,"Family, Consumer and Human Sciences",Assistant Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1922,Program,Mass Communications/Media Studies,2138402,"RAHNAMA, HOSSEIN",Media Arts and Sciences,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,8272,"BEN-JOSEPH, ERAN",Urban Studies and Planning,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,19780,"CLAY, PHILLIP L",Urban Studies and Planning,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,36532,"FRENCHMAN, DENNIS M",Urban Studies and Planning,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,43440,"GELTNER, DAVID M",Urban Studies and Planning,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,56475,"FERREIRA, JOSEPH",Urban Studies and Planning,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,77036,"POLENSKE, KAREN R",Urban Studies and Planning,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,102171,"SANTOS, ADELE NAUDE",Urban Studies and Planning,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,110700,"VALE, LAWRENCE",Urban Studies and Planning,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,118920,"RAJAGOPAL, BALAKRISHNAN",Urban Studies and Planning,"Family, Consumer and Human Sciences",Associate Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,121423,"SANYAL, BISHWAPRIYA",Urban Studies and Planning,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,124250,"SPIRN, ANNE WHISTON",Urban Studies and Planning,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,130791,"ZEGRAS, PERICLES C",Urban Studies and Planning,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,142351,"FOGELSON, ROBERT M",Urban Studies and Planning,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,153197,"LIGHT, JENNIFER S",Urban Studies and Planning,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,168083,"SUSSKIND, LAWRENCE E",Urban Studies and Planning,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,176091,"WESCOAT, JAMES",Urban Studies and Planning,"Family, Consumer and Human Sciences",Other
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,176629,"BERGER, ALAN M",Urban Studies and Planning,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,287825,"GLASMEIER, AMY K",Urban Studies and Planning,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,289529,"THOMPSON, J PHILLIP",Urban Studies and Planning,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,342515,"KNOX, JANELLE K",Urban Studies and Planning,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,395008,"JAMES, ERICA C",Urban Studies and Planning,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,412290,"RYAN, BRENT",Urban Studies and Planning,"Family, Consumer and Human Sciences",Professor
123,Massachusetts Institute of Technology,"Architecture and Planning, School of",1929,Program,Urban and Regional Planning,534929,"HSU, YUIN-JEN DAVID",Urban Studies and Planning,"Family, Consumer and Human Sciences",Associate Professor
